lidmaatschap_id,team_id,medewerker_id,toegetreden_op,rol
120,7,186,2026-04-26,lid
121,7,23,2025-12-10,lid
122,7,35,2026-01-31,lid
123,7,177,2025-12-21,lid
124,7,178,2026-04-09,lid
125,7,202,2025-12-31,lid
126,7,164,2026-02-19,lid
127,7,20,2026-03-24,lid
128,7,147,2025-12-17,lid
129,7,167,2026-01-04,lid
130,7,6,2025-12-16,lid
131,7,124,2026-03-05,lid
132,7,68,2026-04-17,lid
133,7,34,2026-04-07,lid
134,7,184,2026-01-18,lid
135,7,187,2026-02-13,lid
136,7,117,2026-02-20,lid
137,7,149,2025-12-23,lid
138,7,150,2025-12-29,lid
139,7,4,2025-12-27,lid
140,7,95,2026-02-07,lid
141,7,3,2026-05-02,lid
142,7,140,2026-04-09,lid
143,7,53,2026-02-04,lid
144,7,81,2025-12-09,lid
145,7,80,2026-01-30,lid
146,8,191,2026-04-15,aanvoerder
147,8,119,2026-04-25,lid
148,8,14,2026-04-22,lid
149,8,174,2026-04-23,lid
150,8,20,2026-04-15,lid
151,8,116,2026-04-23,lid
152,8,164,2026-04-23,lid
153,8,167,2026-04-23,lid
154,8,181,2026-04-24,lid
155,8,142,2026-04-15,lid
156,8,177,2026-04-29,lid
157,8,6,2026-04-19,lid
158,8,155,2026-04-17,lid
159,8,3,2026-04-17,lid
160,8,218,2026-04-18,lid
161,8,61,2026-04-20,lid
162,8,64,2026-04-25,lid
163,8,16,2026-05-03,lid
164,8,75,2026-04-27,lid
165,8,140,2026-04-27,lid
166,8,184,2026-04-29,lid
167,8,133,2026-05-03,lid
168,9,157,2025-12-09,aanvoerder
169,9,27,2025-12-29,lid
170,9,214,2026-02-09,lid
171,9,54,2026-04-16,lid
172,9,185,2026-03-25,lid
173,9,202,2026-04-10,lid
174,9,23,2026-04-21,lid
175,9,176,2026-01-10,lid
176,9,163,2026-01-29,lid
177,9,77,2026-03-28,lid
178,10,174,2026-04-13,aanvoerder
179,10,172,2026-04-28,lid
180,10,127,2026-04-25,lid
181,10,198,2026-04-18,lid
182,10,116,2026-04-22,lid
183,10,69,2026-05-01,lid
184,10,207,2026-04-18,lid
185,10,92,2026-05-02,lid
186,10,202,2026-04-30,lid
187,10,52,2026-05-02,lid
188,10,113,2026-04-26,lid
189,10,53,2026-05-04,lid
190,10,171,2026-04-16,lid
191,10,100,2026-04-29,lid
192,10,125,2026-04-27,lid
193,10,177,2026-04-23,lid
194,10,208,2026-04-18,lid
195,10,68,2026-04-29,lid
196,10,134,2026-04-30,lid
197,10,105,2026-05-04,lid
198,10,63,2026-04-18,lid
199,10,86,2026-04-29,lid
200,10,200,2026-04-16,lid
201,10,73,2026-04-27,lid
202,10,132,2026-04-14,lid
203,10,214,2026-04-18,lid
204,10,114,2026-04-26,lid
205,11,44,2026-01-24,aanvoerder
206,11,124,2026-03-10,lid
207,11,214,2026-02-06,lid
208,11,68,2026-02-25,lid
209,11,77,2026-03-15,lid
210,11,54,2026-01-26,lid
211,11,23,2026-01-30,lid
212,11,163,2026-02-10,lid
213,11,202,2026-03-05,lid
214,11,117,2026-02-18,lid
215,11,61,2026-01-26,lid
216,11,217,2026-01-25,lid
217,11,75,2026-04-13,lid
218,11,25,2026-04-30,lid
219,11,27,2026-03-11,lid
220,11,65,2026-04-24,lid
221,11,42,2026-04-15,lid
222,11,86,2026-03-30,lid
223,11,112,2026-04-16,lid
224,11,14,2026-03-01,lid
225,11,48,2026-01-29,lid
226,11,93,2026-02-23,lid
227,11,188,2026-04-16,lid
228,11,135,2026-04-26,lid
229,11,91,2026-02-27,lid
230,11,146,2026-03-04,lid
231,11,151,2026-04-13,lid
232,11,181,2026-04-07,lid
233,11,41,2026-04-26,lid
234,11,116,2026-02-01,lid
235,12,11,2026-02-19,aanvoerder
236,12,12,2026-03-09,lid
237,12,37,2026-04-11,lid
238,12,31,2026-03-27,lid
239,12,93,2026-04-10,lid
240,12,67,2026-04-06,lid
241,12,196,2026-02-22,lid
242,12,66,2026-04-20,lid
243,12,149,2026-03-12,lid
244,12,76,2026-03-17,lid
245,12,108,2026-03-02,lid
246,12,158,2026-03-22,lid
247,12,103,2026-03-25,lid
248,12,162,2026-03-04,lid
249,12,168,2026-03-03,lid
250,12,187,2026-04-15,lid
251,12,35,2026-03-10,lid
252,12,182,2026-05-01,lid
253,12,165,2026-04-25,lid
254,12,157,2026-03-29,lid
255,12,81,2026-03-26,lid
256,12,155,2026-04-28,lid
257,12,10,2026-03-19,lid
258,12,101,2026-04-07,lid
259,12,194,2026-04-22,lid
260,13,108,2025-11-23,aanvoerder
261,13,62,2026-01-11,lid
262,13,58,2026-03-05,lid
263,13,20,2025-12-12,lid
264,13,119,2026-03-29,lid
265,13,173,2026-04-19,lid
266,13,10,2026-04-11,lid
267,13,200,2026-02-05,lid
268,13,55,2026-01-29,lid
269,13,44,2026-04-08,lid
270,13,103,2026-04-20,lid
271,13,217,2026-04-26,lid
272,13,152,2026-03-31,lid
273,13,174,2026-01-13,lid
274,13,23,2026-02-26,lid
275,13,4,2026-04-10,lid
276,13,161,2026-03-28,lid
277,13,136,2026-02-09,lid
278,13,102,2026-01-30,lid
279,13,73,2026-04-06,lid
280,13,63,2026-02-18,lid
281,13,74,2026-01-13,lid
282,13,96,2025-12-23,lid
283,13,170,2025-12-28,lid
284,13,37,2026-01-30,lid
285,13,135,2025-12-09,lid
286,13,199,2026-03-30,lid
287,13,86,2026-02-26,lid
288,13,77,2026-04-30,lid
289,13,192,2025-12-20,lid
290,14,33,2026-02-21,aanvoerder
291,14,9,2026-03-31,lid
292,14,23,2026-04-14,lid
293,14,95,2026-05-01,lid
294,14,123,2026-04-10,lid
295,14,35,2026-03-24,lid
296,14,61,2026-04-26,lid
297,14,168,2026-03-28,lid
298,14,80,2026-02-25,lid
299,14,69,2026-04-08,lid
300,14,201,2026-04-02,lid
301,14,155,2026-03-19,lid
302,14,63,2026-04-24,lid
303,14,44,2026-03-16,lid
304,14,177,2026-04-26,lid
305,14,116,2026-04-09,lid
306,14,132,2026-04-29,lid
307,14,26,2026-03-20,lid
308,14,37,2026-05-04,lid
309,14,150,2026-03-23,lid
310,14,196,2026-03-02,lid
311,14,93,2026-03-20,lid
312,14,72,2026-04-01,lid
313,14,200,2026-02-21,lid
314,14,12,2026-03-24,lid
315,14,173,2026-04-12,lid
316,14,214,2026-02-26,lid
317,14,14,2026-04-22,lid
318,14,66,2026-03-18,lid
319,14,131,2026-04-24,lid
320,15,37,2026-03-04,aanvoerder
321,15,14,2026-03-08,lid
322,15,170,2026-03-08,lid
323,15,86,2026-04-30,lid
324,15,111,2026-03-21,lid
325,15,164,2026-03-31,lid
326,15,110,2026-03-15,lid
327,15,133,2026-03-26,lid
328,15,49,2026-04-28,lid
329,15,194,2026-04-29,lid
330,15,85,2026-04-09,lid
331,15,157,2026-04-24,lid
332,15,117,2026-04-28,lid
333,15,27,2026-04-26,lid
334,15,184,2026-03-25,lid
335,15,114,2026-04-21,lid
336,15,105,2026-03-21,lid
337,15,3,2026-03-10,lid
338,15,48,2026-03-13,lid
339,15,136,2026-04-23,lid
340,15,11,2026-04-05,lid
341,15,66,2026-03-05,lid
342,15,172,2026-04-16,lid
343,15,74,2026-05-04,lid
344,15,20,2026-04-11,lid
345,16,48,2026-03-20,aanvoerder
346,16,181,2026-04-08,lid
347,16,89,2026-04-21,lid
348,16,46,2026-04-11,lid
349,16,97,2026-04-28,lid
350,16,144,2026-03-20,lid
351,16,201,2026-04-18,lid
352,16,94,2026-03-24,lid
353,16,76,2026-04-04,lid
354,16,194,2026-04-24,lid
355,16,164,2026-04-05,lid
356,17,145,2026-02-03,aanvoerder
357,17,181,2026-03-13,lid
358,17,89,2026-04-17,lid
359,17,76,2026-03-23,lid
360,17,100,2026-03-16,lid
361,17,201,2026-03-08,lid
362,17,164,2026-03-22,lid
363,17,177,2026-04-23,lid
364,17,23,2026-02-09,lid
365,17,36,2026-02-10,lid
366,17,148,2026-02-05,lid
367,17,218,2026-04-27,lid
368,17,194,2026-04-29,lid
369,18,155,2026-01-26,aanvoerder
370,18,123,2026-02-27,lid
371,18,62,2026-02-16,lid
372,18,209,2026-04-19,lid
373,18,97,2026-04-17,lid
374,18,219,2026-02-27,lid
375,18,87,2026-04-12,lid
376,18,100,2026-04-07,lid
377,18,28,2026-03-28,lid
378,18,29,2026-04-09,lid
379,18,17,2026-03-20,lid
380,18,213,2026-02-25,lid
381,18,101,2026-03-09,lid
382,18,203,2026-03-29,lid
383,18,98,2026-04-02,lid
384,18,192,2026-03-03,lid
385,19,150,2026-02-12,aanvoerder
386,19,119,2026-05-03,lid
387,19,62,2026-03-15,lid
388,19,205,2026-03-22,lid
389,19,200,2026-03-21,lid
390,19,110,2026-03-01,lid
391,19,208,2026-04-07,lid
392,19,55,2026-02-28,lid
393,19,124,2026-02-14,lid
394,19,217,2026-03-18,lid
395,19,198,2026-04-16,lid
396,20,140,2026-04-04,aanvoerder
397,20,212,2026-04-09,lid
398,20,10,2026-04-06,lid
399,20,173,2026-04-30,lid
400,20,33,2026-04-12,lid
401,20,69,2026-04-18,lid
402,20,77,2026-04-13,lid
403,20,61,2026-04-22,lid
404,20,109,2026-04-11,lid
405,20,172,2026-04-27,lid
406,20,168,2026-04-14,lid
407,20,45,2026-04-12,lid
408,20,48,2026-04-22,lid
409,20,204,2026-04-13,lid
410,20,119,2026-04-07,lid
411,20,42,2026-04-04,lid
412,20,214,2026-04-23,lid
413,20,37,2026-04-19,lid
414,20,184,2026-04-27,lid
415,20,3,2026-04-15,lid
416,20,142,2026-04-20,lid
417,20,116,2026-04-19,lid
418,20,72,2026-04-27,lid
419,20,200,2026-05-03,lid
420,21,177,2026-04-14,aanvoerder
421,21,142,2026-04-20,lid
422,21,163,2026-04-25,lid
423,21,173,2026-05-03,lid
424,21,20,2026-04-16,lid
425,21,37,2026-04-18,lid
426,21,189,2026-04-22,lid
427,21,93,2026-04-28,lid
428,21,85,2026-04-14,lid
429,21,202,2026-04-22,lid
430,21,45,2026-04-20,lid
431,21,53,2026-04-17,lid
432,21,156,2026-05-04,lid
433,21,146,2026-04-18,lid
434,21,206,2026-04-22,lid
435,21,134,2026-04-15,lid
436,21,217,2026-04-18,lid
437,21,200,2026-05-04,lid
438,22,85,2025-11-10,aanvoerder
439,22,113,2026-04-23,lid
440,22,149,2026-01-17,lid
441,22,170,2026-02-11,lid
442,22,124,2025-12-22,lid
443,22,219,2025-12-15,lid
444,22,77,2025-11-17,lid
445,22,133,2026-02-02,lid
446,22,218,2026-04-05,lid
447,22,110,2026-03-12,lid
448,22,29,2026-04-12,lid
449,22,189,2026-03-25,lid
450,22,106,2026-05-04,lid
451,22,102,2026-03-26,lid
452,22,206,2026-01-20,lid
453,23,128,2026-04-12,aanvoerder
454,23,86,2026-04-20,lid
455,23,85,2026-04-13,lid
456,23,170,2026-04-18,lid
457,23,14,2026-04-22,lid
458,23,164,2026-04-16,lid
459,23,157,2026-04-25,lid
460,23,117,2026-04-16,lid
461,23,194,2026-04-14,lid
462,23,133,2026-04-17,lid
463,23,111,2026-04-13,lid
464,23,110,2026-04-21,lid
465,23,3,2026-04-12,lid
466,23,11,2026-04-27,lid
467,23,114,2026-04-29,lid
468,23,27,2026-04-21,lid
469,23,119,2026-04-20,lid
470,23,116,2026-04-19,lid
471,23,136,2026-04-27,lid
472,23,48,2026-04-15,lid
473,24,128,2026-04-19,aanvoerder
474,24,119,2026-05-03,lid
475,24,214,2026-04-20,lid
476,24,9,2026-04-20,lid
477,24,62,2026-04-23,lid
478,24,138,2026-04-27,lid
479,24,37,2026-05-01,lid
480,24,174,2026-04-23,lid
481,24,167,2026-04-30,lid
482,24,100,2026-05-01,lid
483,24,43,2026-05-01,lid
484,24,10,2026-04-19,lid
485,25,204,2026-01-29,aanvoerder
486,25,110,2026-02-09,lid
487,25,54,2026-02-07,lid
488,25,116,2026-03-30,lid
489,25,167,2026-03-02,lid
490,25,209,2026-03-17,lid
491,25,142,2026-04-20,lid
492,25,75,2026-04-22,lid
493,25,124,2026-03-24,lid
494,25,217,2026-02-05,lid
495,25,17,2026-02-16,lid
496,25,11,2026-05-03,lid
497,25,114,2026-03-23,lid
498,25,52,2026-03-30,lid
499,25,34,2026-02-06,lid
500,25,31,2026-03-09,lid
501,25,146,2026-02-02,lid
502,25,102,2026-03-21,lid
503,25,213,2026-02-17,lid
504,25,170,2026-02-01,lid
505,26,37,2026-03-28,aanvoerder
506,26,36,2026-04-23,lid
507,26,208,2026-04-29,lid
508,26,55,2026-04-20,lid
509,26,32,2026-04-12,lid
510,26,111,2026-03-28,lid
511,26,142,2026-04-25,lid
512,26,206,2026-04-15,lid
513,26,190,2026-04-16,lid
514,26,94,2026-03-30,lid
515,26,219,2026-04-03,lid
516,26,40,2026-04-14,lid
517,27,81,2026-01-12,aanvoerder
518,27,86,2026-04-09,lid
519,27,32,2026-01-17,lid
520,27,92,2026-01-14,lid
521,27,66,2026-04-17,lid
522,27,100,2026-02-03,lid
523,27,85,2026-05-04,lid
524,27,133,2026-03-25,lid
525,27,61,2026-03-18,lid
526,27,134,2026-01-18,lid
527,27,35,2026-05-03,lid
528,27,94,2026-03-29,lid
529,27,42,2026-03-05,lid
530,27,157,2026-02-22,lid
531,27,29,2026-02-24,lid
532,27,40,2026-03-25,lid
533,27,34,2026-01-16,lid
534,27,98,2026-02-17,lid
535,27,218,2026-02-03,lid
536,27,191,2026-04-14,lid
537,27,25,2026-01-20,lid
538,27,9,2026-04-09,lid
539,27,214,2026-03-02,lid
540,27,200,2026-04-27,lid
541,27,181,2026-03-18,lid
542,27,89,2026-02-22,lid
543,27,119,2026-01-22,lid
544,27,142,2026-04-23,lid
545,28,75,2026-04-07,aanvoerder
546,28,190,2026-04-17,lid
547,28,123,2026-04-14,lid
548,28,210,2026-04-17,lid
549,28,9,2026-04-25,lid
550,28,111,2026-04-19,lid
551,28,45,2026-04-24,lid
552,28,11,2026-04-30,lid
553,28,23,2026-04-17,lid
554,28,149,2026-04-29,lid
555,28,42,2026-04-19,lid
556,28,34,2026-04-28,lid
557,28,161,2026-04-23,lid
558,28,4,2026-04-28,lid
559,28,53,2026-04-13,lid
560,28,102,2026-04-24,lid
561,28,116,2026-05-03,lid
562,28,37,2026-04-25,lid
563,28,144,2026-04-07,lid
564,28,14,2026-04-18,lid
565,28,92,2026-04-08,lid
566,28,86,2026-04-17,lid
567,28,119,2026-04-12,lid
568,28,163,2026-04-19,lid
569,28,62,2026-05-01,lid
570,28,60,2026-04-23,lid
571,28,93,2026-04-20,lid
572,29,25,2026-01-01,aanvoerder
573,29,181,2026-01-30,lid
574,29,89,2026-02-18,lid
575,29,100,2026-02-14,lid
576,29,94,2026-04-02,lid
577,29,164,2026-03-12,lid
578,29,23,2026-03-19,lid
579,29,76,2026-04-28,lid
580,29,108,2026-02-05,lid
581,29,194,2026-04-28,lid
582,29,201,2026-04-09,lid
583,29,97,2026-04-08,lid
584,29,4,2026-01-20,lid
585,30,148,2025-12-10,aanvoerder
586,30,66,2026-04-18,lid
587,30,103,2026-04-15,lid
588,30,110,2026-02-08,lid
589,30,190,2026-02-24,lid
590,30,113,2026-03-21,lid
591,30,37,2026-04-25,lid
592,30,124,2026-02-09,lid
593,30,55,2026-01-04,lid
594,30,29,2026-04-30,lid
595,30,32,2026-03-07,lid
596,30,152,2026-01-14,lid
597,30,45,2026-01-08,lid
598,30,177,2026-02-13,lid
599,30,198,2026-04-05,lid
600,30,16,2026-05-03,lid
601,30,119,2026-02-28,lid
602,30,9,2026-01-29,lid
603,30,96,2026-04-29,lid
604,30,132,2026-03-27,lid
605,30,116,2026-02-02,lid
606,31,112,2025-11-19,aanvoerder
607,31,10,2025-11-23,lid
608,31,33,2026-03-14,lid
609,31,173,2026-05-01,lid
610,31,69,2026-03-23,lid
611,31,45,2026-01-06,lid
612,31,77,2025-11-26,lid
613,31,42,2026-04-26,lid
614,31,61,2026-02-22,lid
615,31,146,2026-02-14,lid
616,31,140,2026-04-24,lid
617,31,204,2026-03-25,lid
618,31,3,2026-03-13,lid
619,31,168,2026-04-28,lid
620,31,48,2025-12-18,lid
621,31,200,2026-01-25,lid
622,31,119,2026-01-12,lid
623,31,172,2026-04-28,lid
624,31,37,2026-05-03,lid
625,31,184,2026-03-09,lid
626,31,214,2026-04-12,lid
627,31,12,2025-12-13,lid
628,31,158,2026-03-12,lid
629,31,142,2025-12-06,lid
630,31,123,2026-02-09,lid
631,31,54,2026-04-23,lid
632,31,163,2025-12-10,lid
633,32,156,2025-12-10,aanvoerder
634,32,77,2026-03-11,lid
635,32,86,2026-03-18,lid
636,32,20,2026-01-30,lid
637,32,14,2026-01-28,lid
638,32,61,2026-03-01,lid
639,32,117,2026-01-18,lid
640,32,154,2026-03-03,lid
641,32,16,2026-01-25,lid
642,32,127,2026-03-27,lid
643,32,119,2025-12-29,lid
644,32,37,2026-03-01,lid
645,32,106,2026-04-29,lid
646,32,188,2026-01-26,lid
647,32,170,2026-03-17,lid
648,32,116,2026-04-20,lid
649,32,173,2026-01-03,lid
650,32,85,2025-12-23,lid
651,32,18,2026-03-01,lid
652,32,205,2026-03-29,lid
653,32,6,2026-01-13,lid
654,32,163,2026-03-07,lid
655,32,49,2025-12-21,lid
656,33,384,2026-01-10,aanvoerder
657,33,295,2026-04-21,lid
658,33,549,2026-03-19,lid
659,33,255,2026-03-21,lid
660,33,284,2026-02-14,lid
661,33,363,2026-01-28,lid
662,33,341,2026-04-19,lid
663,33,316,2026-01-28,lid
664,34,230,2025-11-16,aanvoerder
665,34,251,2025-12-19,lid
666,34,411,2026-04-10,lid
667,34,267,2025-12-21,lid
668,34,484,2026-01-08,lid
669,34,548,2026-03-03,lid
670,34,466,2026-02-13,lid
671,34,258,2026-03-09,lid
672,34,475,2026-04-19,lid
673,34,526,2026-03-30,lid
674,34,292,2026-04-15,lid
675,34,362,2025-12-12,lid
676,34,474,2026-01-27,lid
677,34,563,2026-03-06,lid
678,34,543,2026-04-08,lid
679,34,355,2026-02-10,lid
680,34,293,2026-03-06,lid
681,34,487,2026-01-20,lid
682,34,562,2026-04-18,lid
683,34,403,2026-01-02,lid
684,34,520,2025-12-25,lid
685,34,365,2026-03-05,lid
686,34,225,2025-12-01,lid
687,34,345,2026-01-19,lid
688,34,406,2025-12-30,lid
689,34,595,2025-12-13,lid
690,34,531,2026-03-19,lid
691,34,333,2025-12-25,lid
692,34,295,2026-02-16,lid
693,34,343,2026-01-25,lid
694,34,255,2025-11-25,lid
695,35,594,2026-01-30,aanvoerder
696,35,237,2026-04-24,lid
697,35,311,2026-04-20,lid
698,35,222,2026-04-15,lid
699,35,516,2026-03-18,lid
700,35,242,2026-04-08,lid
701,35,434,2026-03-31,lid
702,35,312,2026-03-22,lid
703,35,459,2026-01-31,lid
704,35,564,2026-04-26,lid
705,35,559,2026-02-07,lid
706,35,269,2026-04-29,lid
707,35,318,2026-04-21,lid
708,35,599,2026-02-19,lid
709,35,461,2026-05-04,lid
710,35,297,2026-02-10,lid
711,35,431,2026-03-01,lid
712,36,289,2026-04-19,aanvoerder
713,36,377,2026-04-23,lid
714,36,430,2026-04-26,lid
715,36,243,2026-04-30,lid
716,36,506,2026-05-01,lid
717,36,300,2026-04-23,lid
718,36,530,2026-04-20,lid
719,37,400,2025-11-12,aanvoerder
720,37,480,2026-02-13,lid
721,37,528,2026-05-02,lid
722,37,376,2025-12-06,lid
723,37,493,2026-01-24,lid
724,37,223,2025-11-20,lid
725,37,577,2026-02-25,lid
726,37,519,2026-02-14,lid
727,37,264,2026-01-11,lid
728,37,583,2026-01-26,lid
729,37,233,2025-11-22,lid
730,37,417,2025-12-24,lid
731,37,571,2026-04-19,lid
732,37,337,2025-12-28,lid
733,37,359,2026-02-20,lid
734,37,479,2026-02-18,lid
735,37,540,2026-03-19,lid
736,37,450,2026-05-04,lid
737,37,513,2026-01-06,lid
738,37,442,2025-12-09,lid
739,37,404,2026-02-28,lid
740,37,573,2026-03-07,lid
741,37,467,2026-03-28,lid
742,37,231,2026-04-24,lid
743,37,531,2026-02-08,lid
744,37,555,2025-11-19,lid
745,38,275,2026-02-20,aanvoerder
746,38,266,2026-03-18,lid
747,38,597,2026-03-10,lid
748,38,303,2026-02-24,lid
749,38,539,2026-04-30,lid
750,38,381,2026-02-22,lid
751,38,391,2026-03-25,lid
752,38,374,2026-04-14,lid
753,38,350,2026-04-27,lid
754,38,485,2026-05-03,lid
755,38,587,2026-02-27,lid
756,38,509,2026-02-26,lid
757,38,541,2026-04-25,lid
758,38,387,2026-04-29,lid
759,38,224,2026-04-16,lid
760,38,287,2026-04-02,lid
761,39,221,2026-02-26,aanvoerder
762,39,551,2026-04-12,lid
763,39,439,2026-04-18,lid
764,39,273,2026-03-11,lid
765,39,443,2026-03-17,lid
766,39,375,2026-03-13,lid
767,39,346,2026-02-28,lid
768,39,432,2026-04-27,lid
769,39,286,2026-04-09,lid
770,39,426,2026-04-28,lid
771,39,455,2026-03-06,lid
772,40,272,2026-02-07,aanvoerder
773,40,491,2026-04-28,lid
774,40,538,2026-02-27,lid
775,40,303,2026-04-25,lid
776,40,266,2026-04-19,lid
777,40,391,2026-02-27,lid
778,40,539,2026-04-30,lid
779,40,378,2026-04-21,lid
780,40,590,2026-04-18,lid
781,40,413,2026-04-14,lid
782,40,394,2026-03-09,lid
783,40,396,2026-04-13,lid
784,40,252,2026-02-07,lid
785,40,473,2026-03-14,lid
786,40,335,2026-02-21,lid
787,40,494,2026-03-31,lid
788,40,430,2026-04-25,lid
789,40,458,2026-04-27,lid
790,41,238,2026-04-15,aanvoerder
791,41,503,2026-04-27,lid
792,41,397,2026-04-26,lid
793,41,390,2026-04-23,lid
794,41,505,2026-04-15,lid
795,41,525,2026-05-01,lid
796,41,285,2026-04-16,lid
797,41,550,2026-04-16,lid
798,41,345,2026-04-23,lid
799,41,222,2026-04-21,lid
800,41,597,2026-05-01,lid
801,41,257,2026-04-27,lid
802,41,519,2026-04-25,lid
803,41,342,2026-04-20,lid
804,41,435,2026-04-28,lid
805,41,226,2026-05-01,lid
806,41,593,2026-04-24,lid
807,41,459,2026-04-17,lid
808,41,288,2026-05-02,lid
809,41,271,2026-04-28,lid
810,41,533,2026-04-15,lid
811,41,460,2026-04-25,lid
812,41,317,2026-04-21,lid
813,41,296,2026-05-04,lid
814,41,588,2026-04-16,lid
815,41,363,2026-04-16,lid
816,41,399,2026-05-04,lid
817,41,396,2026-04-15,lid
818,41,490,2026-04-26,lid
819,42,571,2025-11-27,aanvoerder
820,42,240,2026-02-23,lid
821,42,274,2026-04-06,lid
822,42,315,2026-03-31,lid
823,42,570,2026-02-12,lid
824,42,499,2026-04-25,lid
825,42,280,2026-04-30,lid
826,43,528,2026-01-24,aanvoerder
827,43,339,2026-02-18,lid
828,43,456,2026-03-25,lid
829,43,433,2026-03-26,lid
830,43,277,2026-03-07,lid
831,43,408,2026-03-01,lid
832,43,449,2026-03-18,lid
833,43,554,2026-02-15,lid
834,43,501,2026-04-05,lid
835,43,527,2026-03-03,lid
836,43,355,2026-01-29,lid
837,43,351,2026-03-15,lid
838,43,308,2026-02-06,lid
839,43,493,2026-03-14,lid
840,43,320,2026-04-18,lid
841,43,390,2026-02-19,lid
842,43,439,2026-04-27,lid
843,44,377,2025-11-12,aanvoerder
844,44,363,2025-11-19,lid
845,44,262,2025-12-18,lid
846,44,316,2025-11-26,lid
847,44,295,2025-11-22,lid
848,44,484,2026-02-04,lid
849,44,341,2026-01-04,lid
850,44,477,2026-01-13,lid
851,44,448,2025-12-11,lid
852,44,598,2026-02-28,lid
853,44,232,2026-01-23,lid
854,44,553,2025-11-14,lid
855,44,537,2025-11-25,lid
856,44,427,2026-03-11,lid
857,44,495,2026-04-07,lid
858,44,561,2026-02-18,lid
859,44,549,2026-02-14,lid
860,44,548,2026-03-23,lid
